Width,Height,Eccentricity,Moore Length,Slopes,DirectionSum,Y
20,29,0.689655,101,2,34,6
17,29,0.586207,100,4,40,2
20,29,0.689655,81,1,15,8
18,29,0.620690,95,3,27,9
16,29,0.551724,96,3,37,6
18,29,0.620690,108,4,40,2
16,29,0.551724,74,2,16,8
17,29,0.586207,94,2,18,9
20,29,0.689655,102,2,34,6
18,29,0.620690,105,4,40,2
18,29,0.620690,79,2,20,8
18,29,0.620690,97,3,23,9
16,29,0.551724,90,4,38,6
16,29,0.551724,98,5,35,2
18,29,0.620690,82,2,20,8
16,29,0.551724,92,4,22,9
18,28,0.642857,84,4,46,7
16,29,0.551724,102,2,20,3
17,29,0.586207,77,5,51,4
18,29,0.620690,84,4,46,7
17,29,0.586207,107,4,28,3
16,29,0.551724,75,5,51,4
16,29,0.551724,82,4,46,7
18,29,0.620690,109,4,28,3
17,29,0.586207,76,5,43,4
16,28,0.571429,81,4,46,7
18,29,0.620690,105,3,23,3
18,29,0.620690,77,4,48,4
18,28,0.642857,84,4,46,7
18,29,0.620690,105,4,28,3
16,28,0.571429,81,4,46,7
17,29,0.586207,104,4,28,3
20,29,0.689655,84,5,49,4
18,29,0.620690,85,4,46,7
15,29,0.517241,98,4,30,3
18,28,0.642857,85,4,46,7
16,29,0.551724,102,4,28,3
17,29,0.586207,76,5,51,4
18,28,0.642857,86,4,40,7
15,29,0.517241,99,4,28,3
18,29,0.620690,77,4,48,4
17,29,0.586207,84,5,41,7
17,29,0.586207,111,2,24,3
19,29,0.655172,79,4,40,4
18,29,0.620690,114,3,25,3
18,28,0.642857,85,4,46,7
18,29,0.620690,108,5,43,2
6,29,0.206897,64,0,12,1
16,29,0.551724,103,7,33,3
18,29,0.620690,113,4,44,2
6,29,0.206897,62,2,26,1
17,29,0.586207,108,4,24,3
18,29,0.620690,111,5,43,2
6,29,0.206897,63,2,26,1
18,29,0.620690,113,4,24,3
16,29,0.551724,78,5,47,7
6,29,0.206897,62,2,26,1
16,29,0.551724,105,4,28,3
18,29,0.620690,84,5,47,7
17,29,0.586207,108,5,39,2
6,29,0.206897,63,2,26,1
17,29,0.586207,111,3,25,3
17,28,0.607143,83,4,46,7
6,29,0.206897,63,2,26,1
16,29,0.551724,103,5,33,3
17,29,0.586207,107,5,39,2
6,29,0.206897,62,1,19,1
16,29,0.551724,105,4,28,3
16,29,0.551724,83,4,46,7
17,29,0.586207,110,5,43,2
6,29,0.206897,63,1,19,1
18,29,0.620690,111,4,28,3
17,29,0.586207,108,5,43,2
6,29,0.206897,63,0,12,1
17,29,0.586207,108,5,25,3
16,28,0.571429,80,4,46,7
17,29,0.586207,111,4,40,2
6,29,0.206897,63,2,26,1
